Title,Ingredients
french-toast-stars,"8 thick slices white bread
 2 eggs
 1/4 cup heavy cream
 2 tablespoons honey
 1/4 teaspoon salt
 1/4 teaspoon ground cinnamon
 1 tablespoon grated orange zest
 1/2 teaspoon vanilla extract
 3 tablespoons butter"
haitian-french-toast,"1 french baguette
 1 cup orange juice
 1/2 cup heavy whipping cream
 2 eggs
 1 teaspoon ground cinnamon
 1/4 cup white sugar
 1 dash ground nutmeg
 3 tablespoons butter
 2 tablespoons confectioners' sugar for dusting"
reduced-fat-french-toast,"1/2 cup egg substitute
 2/3 cup skim milk
 1 teaspoon vanilla extract
 1/2 teaspoon ground cinnamon
 6 slices reduced calorie white bread"
jacks-french-toast,"1 egg
 1 cup milk
 1 teaspoon vanilla extract
 1 cup oil for frying
 4 slices bread"
make-ahead-french-toast,"5 eggs, lightly beaten
 1 1/2 cups milk
 1 cup half-and-half cream
 1 teaspoon vanilla extract
 1/2 (1 pound) loaf french bread, cut diagonally in 1 inch slices
 1/2 cup butter, melted
 1 cup light brown sugar
 2 tablespoons maple syrup
 1 cup chopped pecans"
sweet-french-toast,"3 eggs
 1/4 cup milk
 2 1/2 tablespoons maple syrup
 1 teaspoon vanilla extract
 1 teaspoon ground cinnamon
 1/3 cup cornflakes cereal, crumbled
 8 slices white bread
 2 tablespoons confectioners' sugar for dusting"
three-cheese-stuffed-french-toast,"3/4 cup shredded mozzarella cheese
 4 ounces cream cheese, softened
 1 tablespoon ricotta cheese
 3 tablespoons apricot jam
 8 (2 inch thick) slices french bread
 2 eggs, lightly beaten
 1/2 cup milk
 1 cup cornflakes cereal crumbs
 2 tablespoons butter
 2 cups apricot nectar
 1/4 cup butter
 2 tablespoons white sugar
 2 teaspoons ground ginger
 2 cups sliced fresh peaches
 1/4 cup confectioners' sugar for dusting"
ultimate-french-toast,"4 eggs
 2 tablespoons milk
 1/4 teaspoon ground cinnamon
 8 slices bread"
blueberry-french-toast,"1 (1 pound) loaf italian bread, cut into 1-inch cubes
 1 (8 ounce) package cream cheese, diced
 1 cup blueberries
 12 eggs
 2 cups milk
 1/3 cup maple syrup
 1 cup white sugar
 2 tablespoons cornstarch
 1 cup water
 1 cup blueberries
 1 tablespoon butter"
pecan-french-toast,"4 eggs
 2/3 cup orange juice
 1/3 cup milk
 1/4 cup white sugar
 1/4 teaspoon nutmeg
 1/4 teaspoon vanilla extract
 1/2 (1 pound) loaf italian bread, cut into 1 inch slices
 1/3 cup butter, melted
 1/2 cup chopped pecans
 2 tablespoons grated orange zest"
french-toast-corners,"6 slices white bread
 2 eggs
 2/3 cup milk
 1 teaspoon vanilla extract
 1/2 teaspoon ground cinnamon
 1 tablespoon butter"
stuffed-french-toast-i,"1 (1 pound) loaf french bread
 1 (8 ounce) package cream cheese
 4 eggs
 1/4 cup irish cream liqueur
 1 teaspoon vanilla extract
 1/4 teaspoon ground cinnamon
 1/4 teaspoon ground nutmeg
 2 tablespoons butter
 1/3 cup orange marmalade"
caramelized-french-toast,"4 tablespoons butter, divided
 6 eggs
 1/2 cup milk
 1/8 teaspoon salt
 8 slices bread
 1 cup brown sugar
 1/2 cup water"
stuffed-french-toast-ii,"8 slices oatnut bread
 1/2 (8 ounce) package cream cheese, softened
 1/2 cup seedless raspberry jam
 5 eggs, beaten
 1/4 cup milk
 1 1/2 teaspoons almond extract
 1 tablespoon butter"
kerrys-french-toast,"1 cup softened cream cheese
 1/2 cup brown sugar
 1/4 teaspoon ground allspice
 1/2 teaspoon ground nutmeg
 1/2 teaspoon ground cinnamon
 8 (1/2 inch) slices egg bread
 6 extra large eggs, beaten
 1/4 cup milk
 1/4 cup butter"
creme-brulee-french-toast,"1/2 cup unsalted butter
 1 cup packed brown sugar
 2 tablespoons corn syrup
 6 (1-inch thick) slices french bread
 5 eggs
 1 1/2 cups half-and-half cream
 1 teaspoon vanilla extract
 1 teaspoon brandy-based orange liqueur (such as grand marnier\xae)
 1/4 teaspoon salt"
almond-french-toast,"1 cup slivered almonds
 3 eggs
 1 cup milk
 3 tablespoons all-purpose flour
 1/4 teaspoon salt
 1/2 teaspoon baking powder
 1/2 teaspoon almond extract
 1 teaspoon vanilla extract
 12 thick slices french bread
 3 tablespoons canola oil
 3 tablespoons butter, confectioners' sugar for dusting"
banana-stuffed-french-toast,"1 (1 pound) loaf french bread, cut into 1 inch slices
 2 bananas, peeled and sliced
 3 eggs, beaten
 1 teaspoon water
 1 tablespoon milk
 1 teaspoon vanilla extract
 1 tablespoon orange liqueur
 1 teaspoon grated orange zest
 1/4 cup butter, confectioners' sugar for dusting"
stuffed-french-toast-with-fresh-berry-topping,"2 cups mixed fresh berries (strawberries, raspberries, blueberries and/or blackberries)
 2 tablespoons granulated sugar
 2/3 cup low-fat ricotta cheese
 1/4 cup strawberry preserves
 3 large eggs
 2/3 cup nestle\xae carnation\xae evaporated fat free milk
 2 tablespoons packed brown sugar
 2 teaspoons vanilla extract
 12 slices (about 3/4-inch thick) french bread, vegetable oil, powdered sugar, maple syrup, heated"
peanut-butter-and-jelly-french-toast,"12 slices bread
 3/4 cup peanut butter
 6 tablespoons jelly or jam
 3 eggs
 3/4 cup milk
 1/4 teaspoon salt
 2 tablespoons butter or margarine"
german-french-toast,"1 teaspoon butter
 2 eggs
 1/2 cup milk
 8 slices white bread
 8 slices muenster cheese"
holiday-morning-french-toast,"1 cup brown sugar
 1/2 cup butter, melted
 3 teaspoons mccormick\xae ground cinnamon, divided
 3 tart apples, such as granny smith, peeled, cored and thinly sliced
 1/2 cup dried cranberries or raisins
 1 loaf italian or french bread, cut into 1-inch slices
 6 large eggs
 1 1/2 cups milk
 1 tablespoon mccormick\xae pure vanilla extract"
make-ahead-cinnamon-french-toast,"1 loaf day-old french bread
 1 cup hershey\xae's milk chocolate chips or hershey\xae's cinnamon chips
 5 eggs, beaten
 1 1/4 cups milk
 1/4 teaspoon ground cinnamon
 1/4 teaspoon vanilla extract, maple syrup (optional)"
banana-bread-french-toast,"3 eggs
 3 tablespoons sweetened condensed milk
 1 teaspoon vanilla extract
 2 tablespoons butter
 1 loaf banana bread, confectioners' sugar for dusting (optional)"
smuckers-stuffed-french-toast,"1 serving crisco\xae original no-stick cooking spray, filling:
 1 (8 ounce) package cream cheese, softened
 2 tablespoons sugar
 1/2 teaspoon ground cinnamon
 1/2 cup chopped walnuts or pecans
 1 teaspoon vanilla extract, toast:
 1 (1 pound) loaf french bread
 4 large eggs, beaten
 1 cup half-and-half
 1/2 teaspoon vanilla extract
 1/2 teaspoon nutmeg, glaze:
 1 cup smucker's\xae apricot preserves
 1/2 cup orange juice
 1/2 teaspoon almond extract"
fabulous-frosted-french-toast,"6 eggs
 1 1/2 cups skim milk
 2 tablespoons white sugar
 2 teaspoons ground cinnamon
 1 (1 pound) loaf french bread, cut into 3/4 inch slices
 1/4 cup butter
 1 (8 ounce) package fat-free cream cheese, softened
 2 tablespoons white sugar
 2 tablespoons fat-free sour cream
 2 tablespoons frozen whipped topping, thawed"
raspberry-cheesecake-stuffed-french-toast,"1 cup milk
 2 tablespoons vanilla extract
 1 cup white sugar
 2 tablespoons cinnamon
 4 eggs, beaten
 1 cup raspberry puree
 4 ounces cream cheese, softened
 1 loaf french bread, cut into 1 inch slices, butter, confectioners' sugar for dusting, nutmeg, for topping"
orange-pecan-french-toast,"1 cup packed brown sugar
 1/3 cup butter, melted
 2 tablespoons light corn syrup
 1/3 cup chopped pecans
 12 (3/4 inch thick) slices french bread
 1 teaspoon grated orange zest
 1 cup fresh orange juice
 1/2 cup 2% milk
 3 tablespoons white sugar
 1 teaspoon ground cinnamon
 1 teaspoon vanilla extract
 3 egg whites
 2 eggs
 1 tablespoon confectioners' sugar for dusting"
fantastic-french-toast,"4 eggs
 1/4 cup milk
 1 teaspoon vanilla, dash salt
 1 tablespoon butter or margarine
 4 slices bread
 1/4 cup chopped peanuts
 3/4 cup maple-flavored syrup
 1/2 cup jif\xae creamy peanut butter"
french-toast-with-almonds,"1 cup slivered almonds
 1/2 cup liquid egg substitute
 1 cup fat-free milk
 3 tablespoons all-purpose flour
 1/4 teaspoon salt
 1/2 teaspoon baking powder
 1 teaspoon vanilla extract
 1/2 teaspoon almond extract
 12 slices sara lee\xae soft &amp; smooth\u2122 whole grain white bread
 3 tablespoons canola oil
 3 tablespoons butter, confectioners' sugar for dusting (optional)"
cheesy-french-toast,"4 eggs, beaten
 1/4 cup milk
 1 cup shredded swiss cheese
 1 tablespoon chopped fresh chives
 4 teaspoons butter
 1 french baguette, cut into 1/2 inch slices
 8 ounces sliced ham
 1 cup tomato chutney"
red-kisses-french-toast,"3 large eggs
 2 tablespoons milk
 4 slices market pantry\u2122 roundtop white sandwich bread
 10 hershey's dark chocolate kisses, unwrapped, strawberry jam, archer farms\u2122 cinnamon"
eggnog-french-toast,"2 eggs, beaten slightly
 1 1/2 cups eggnog
 1 1/2 tablespoons ground cinnamon
 1 teaspoon pumpkin pie spice
 12 slices french bread"
yummy-french-toast,"3 large eggs
 2/3 cup milk
 2 tablespoons granulated sugar
 1 teaspoon cinnamon
 1/2 teaspoon nutmeg
 1 teaspoon vanilla
 8 slices bread
 2 tablespoons canola oil"
lorena-garcias-crispy-french-toast,"1 cup 1% low-fat milk
 3/4 cup half-and-half
 1/2 cup splenda\xae no calorie sweetener, granulated
 2 tablespoons vanilla extract
 4 large eggs
 6 thick slices white bread, crusts removed and cut diagonally in half
 4 cups cornflakes cereal, finely crushed
 2 tablespoons ground cinnamon
 1 cup strawberries, sliced
 1 cup fat-free vanilla yogurt, optional garnish: fresh mint sprigs"
peanut-butter-crunch-french-toast,"1/2 cup creamy peanut butter
 16 (1/2 inch) slices brioche
 4 large eggs, beaten
 1/4 cup heavy cream
 2 teaspoons pure vanilla extract
 4 cups cornflakes, finely crushed
 4 tablespoons unsalted butter, confectioners' sugar, for dusting
 4 cups mixed berries, maple syrup, for serving"
toffee-apple-french-toast,"8 cups cubed french bread (1 inch cubes)
 2 medium tart apples, peeled and chopped
 1 (8 ounce) package cream cheese, softened
 3/4 cup packed brown sugar
 1/4 cup sugar
 1 3/4 cups milk, divided
 2 teaspoons vanilla extract, divided
 1/2 cup english toffee bits or almond brickle chips
 5 eggs"
waffled-french-toast,"1 egg
 1 egg white
 1/4 cup fat-free milk
 4 slices whole wheat or white bread
 1 cup sliced fresh strawberries
 1/4 cup reduced-calorie pancake syrup"
eggnog-french-toast,"24 (3/4 inch thick) slices french bread
 9 eggs
 3 cups half-and-half cream
 1/3 cup sugar
 2 teaspoons vanilla extract
 1 1/2 teaspoons rum extract
 1/2 teaspoon ground nutmeg, confectioners' sugar"
stuffed-french-toast,"8 (1 inch thick) slices french bread
 2 (3 ounce) packages cream cheese, softened
 1/3 cup crushed pineapple, undrained
 1/2 cup chopped pecans
 4 eggs
 1 cup whipping cream
 1/2 teaspoon vanilla extract
 1 1/2 teaspoons ground ginger, apricot syrup:
 1 (12 ounce) jar apricot preserves
 1/3 cup orange juice"
crispy-french-toast,"1/2 cup egg substitute
 1/2 cup fat-free milk
 1/4 cup orange juice
 1 teaspoon vanilla extract
 1 dash ground nutmeg
 12 (3/4 inch thick) slices day-old french bread
 1 1/2 cups crushed cornflakes"
peach-french-toast,"1 cup packed brown sugar
 1/2 cup butter or margarine
 2 tablespoons water
 1 (29 ounce) can sliced peaches, drained
 12 (3/4 inch thick) slices day-old french bread
 5 eggs
 1 1/2 cups milk
 1 tablespoon vanilla extract, ground cinnamon"
family-style-french-toast,"2/3 cup packed brown sugar
 1/2 cup butter or margarine, melted
 2 teaspoons ground cinnamon
 6 eggs, lightly beaten
 1 3/4 cups milk
 1 (1 pound) loaf french bread, cut into 1 inch slices, confectioners' sugar"
orange-french-toast,"6 eggs, lightly beaten
 3/4 cup orange juice
 1/2 cup half-and-half cream
 2 tablespoons sugar
 1 teaspoon vanilla extract
 1/2 teaspoon grated orange peel
 8 thick slices cinnamon bread
 1/4 cup butter or margarine, melted"
chocolate-french-toast,"3 eggs
 1 cup milk
 1 teaspoon sugar
 1 teaspoon vanilla extract
 1/4 teaspoon salt
 12 slices day old bread, crusts removed
 3 (1.55 ounce) bars milk chocolate candy bars*, halved
 2 tablespoons butter or margarine, confectioners' sugar"
strawberry-banana-french-toast,"10 (1 inch thick) slices day-old french bread
 5 eggs, lightly beaten
 3/4 cup milk
 1 tablespoon vanilla extract
 1/4 teaspoon baking powder
 1 (16 ounce) package frozen sweetened whole strawberries
 4 firm bananas, sliced
 1 cup sugar
 1 tablespoon pumpkin pie or apple pie spice
 1 tablespoon cinnamon sugar"
freezer-french-toast,"4 eggs
 1 cup milk
 2 tablespoons sugar
 1 teaspoon vanilla extract
 1/4 teaspoon ground nutmeg
 10 (3/4 inch thick) slices day-old french bread
 1 tablespoon butter or stick margarine, melted"
cheddar-french-toast-with-dried-fruit-syrup,"1 1/2 cups maple syrup
 1 (7 ounce) bag diced dried mixed fruit
 1/4 cup chopped walnuts
 12 slices italian or french bread (cut diagonally 1-inch thick)
 1 1/3 cups shredded sharp cheddar cheese
 4 eggs
 2 cups milk
 1/4 teaspoon salt"
whole-grain-french-toast-with-nutmeg-scented-fruit,"fruit
 1/2 cup apricot all-fruit spread
 1/4 cup water
 2 teaspoons lemon juice
 1/2 teaspoon nutmeg
 3 pears
 1/3 cup dried apricots, chopped, french toast
 2 eggs
 2 egg whites
 1 teaspoon vanilla extract
 1/4 teaspoon nutmeg
 1/4 cup fat-free milk
 8 slices whole wheat or multigrain bread"
crunchy-raisin-bread-french-toast,"3/4 cup egg substitute
 1/3 cup skim milk
 1 teaspoon vanilla
 2 tablespoons powdered sugar
 1/8 teaspoon ground nutmeg
 2 cups whole grain wheat and barley cereal or coarsely crushed bran flakes
 8 slices sun-maid\xae raisin bread, powdered sugar for topping (optional)"
cinnamon-french-toast,"1/2 cup evaporated skim milk
 1/2 cup fat-free egg substitute
 1/8 teaspoon ground cinnamon
 1/8 teaspoon grated nutmeg
 8 slices whole-wheat or whole-grain bread
 2 teaspoons canola oil
 3 peaches, sliced
 1 cup raspberries"
stuffed-french-toast,"4 slices cinnamon raisin bread
 4 tablespoons philadelphia cream cheese spread
 8 slices oscar mayer shaved honey ham
 2 eggs
 2 tablespoons milk
 2 teaspoons sugar
 2 tablespoons maple-flavored or pancake syrup"
raspberry-stuffed-french-toast-with-custard-sauce,"1 (4 ounce) package philadelphia neufchatel cheese
 1/3 less fat than cream cheese
 1/2 cup sugar
 2 teaspoons vanilla
 1 teaspoon ground cinnamon
 2 eggs, plus
 2 egg whites
 5 cups fat-free milk, divided
 18 slices french baguette, ends trimmed, divided
 1 (12 ounce) package frozen unsweetened raspberries, divided
 1 pkg. (4 serving size) jell-o vanilla flavor instant pudding &amp; pie filling"
crunchy-stuffed-french-toast,"1/2 cup milk
 1/2 teaspoon archer farms\u2122 cinnamon
 6 eggs
 2 cups archer farms\u2122 muesli cereal, crushed
 8 slices archer farms\u2122 100% whole wheat bread
 1/2 cup cream cheese spread
 1/2 cup archer farms\u2122 oregon strawberry preserves"
french-toast,"1/2 cup egg beaters
 2 tablespoons skim milk
 1 teaspoon cinnamon
 1/2 teaspoon vanilla extract
 1  serving splash vegetable spray
 3 slices whole-wheat bread"
french-toast-with-peanut-butter-maple-syrup,"1 egg
 2 tablespoons milk
 1 teaspoon vanilla extract
 2 slices bread
 1/4 cup maple syrup
 4 tablespoons peanut butter"
creme-brulee-french-toast,"1 cup packed brown sugar
 1/2 cup butter
 2 tablespoons corn syrup
 1 loaf archer farms\u2122 whole grain white bread, cut into 1-inch chunks
 3 cups half and half
 2 teaspoons archer farms\u2122 vanilla
 1/4 teaspoon salt
 15 eggs"
granola-peanut-butter-french-toast,"2 cups reese's\xae puffs\xae cereal
 4 eggs
 1/4 cup milk
 1 teaspoon vanilla
 12 tablespoons creamy peanut butter
 12 slices white or wheat sandwich bread or slightly firm bread
 4 nature valley\xae peanut butter crunchy granola bars
 6 tablespoons marshmallow creme"
challah-french-toast-with-berry-sauce,"for french toast:
 3 large eggs
 1 cup whole milk
 1 teaspoon sugar
 1/4 teaspoon salt
 1 (1 pound) challah loaf, cut crosswise into 1/2-inch-thick slices (not including end pieces)
 3 1/2 tablespoons unsalted butter, for berry sauce:
 3 cups mixed berries such as blackberries, raspberries, and blueberries
 1/3 cup sugar
 1 tablespoon fresh lemon juice, garnish: confectioners sugar for dusting"
wife-saver-french-toast,"1 cup light brown sugar
 1/2 cup light corn syrup
 1/4 cup butter
 10 slices french bread
 2 eggs
 2 1/2 cups 1% low-fat milk
 1 teaspoon vanilla extract
 1 tablespoon all-purpose flour
 1 pinch salt
 2 tablespoons white sugar
 1 teaspoon ground cinnamon"
pineapple-french-toast,"1/2 cup butter
 2/3 cup packed brown sugar
 1 (15.25 ounce) can crushed pineapple (juice pack), drained
 4 eggs, beaten
 1 cup reduced fat milk
 1/4 teaspoon salt
 10 (3/4 inch thick) slices french bread"
eggnog-cinnamon-french-toast,"2 cups eggnog
 1 teaspoon cinnamon
 2 eggs, vegetable oil cooking spray or butter or margarine
 12 slices firm white bread"
french-toast-with-maple-apples,"3 large eggs
 1 cup skim milk
 1 teaspoon pure vanilla extract
 1/2 teaspoon freshly grated nutmeg
 8 3/4-inch-thick slices of white bread
 2 tablespoons unsalted butter
 2 granny smith apples - peeled, cored and sliced 1/4 inch thick
 3/4 cup pure maple syrup
 1/4 teaspoon cinnamon
 2 teaspoons vegetable oil"
cutters-french-toast,"1/4 cup egg substitute
 1 cup 1% fat milk
 1/4 cup splenda\xae no calorie sweetener, granulated
 2 tablespoons ground cinnamon
 10 slices whole wheat bread, sugar free maple syrup (optional)"
deep-fried-french-toast,"6 eggs
 5 1/2 teaspoons white sugar
 1/4 teaspoon salt
 2 cups milk
 1 cup all-purpose flour
 2 quarts vegetable oil for frying
 8 thick slices (1-inch thick) french bread"
banana-raisin-french-toast,"1 ripe banana, peeled
 2 teaspoons frozen orange juice concentrate
 4 slices cinnamon-raisin bread
 2 large egg whites
 1/4 cup nonfat milk
 1/4 cup nonfat or low-fat plain yogurt
 1 1/2 tablespoons maple syrup or honey 
 1 teaspoon butter, divided"
creme-brulee-french-toast,"1 cup packed brown sugar
 1/2 cup butter
 2 tablespoons corn syrup
 1 loaf archer farms\xae artisan baguette bread, cut into 1-inch chunks
 3 cups half-and-half
 2 teaspoons archer farms\u2122 vanilla
 1/4 teaspoon salt
 15 eggs"
mascarpone-stuffed-french-toast-with-peaches,"8 fresh peaches
 1/2 cup sugar
 4 pinches ground nutmeg
 1/2 teaspoon ground cinnamon
 4 mexican bolillo rolls
 1 cup mascarpone cheese
 6 tablespoons confectioners' sugar
 1 lemon, zested
 6 eggs
 3/4 cup milk
 1/2 teaspoon vanilla extract
 2 teaspoons butter, or as needed
 2 teaspoons vegetable oil, or as needed"
captains-crunch-french-toast,"3 large eggs
 2 1/2 tablespoons white sugar
 1 cup heavy cream
 1/2 cup 2% low-fat milk
 1/2 teaspoon vanilla extract
 1/4 teaspoon ground cinnamon
 1/4 teaspoon ground nutmeg
 1/2 (14 ounce) package brown sugar and butter flavored crispy corn and oat breakfast cereal (such as cap\u2019n crunch\xae), crushed
 6 thick slices egg bread (challah)
 2 tablespoons butter"
apres-ski-french-toast,"4 slices multigrain bread
 2 eggs
 3/4 cup milk
 1 teaspoon orange juice
 2 teaspoons grated orange zest
 1 teaspoon vanilla extract
 1 teaspoon white sugar
 1/4 teaspoon salt
 1/2 teaspoon ground cinnamon
 1/4 tablespoon ground nutmeg
 2 teaspoons light butter"
chocolate-french-toast,"1 cup milk
 4 eggs
 2/3 cup white sugar
 1/3 cup unsweetened cocoa powder
 1/8 teaspoon baking powder
 1/4 teaspoon salt
 8 slices bread"
original-recipe-french-toast,"4 (1 inch thick) slices king's hawaiian\xae sweet bread
 4 large eggs
 1/2 cup milk
 1/2 teaspoon vanilla
 1/4 teaspoon ground cinnamon, butter or oil for frying, maple syrup"
strawberry-ricotta-stuffed-whole-grain-french-toast,"1/2 cup low-fat ricotta cheese
 2 teaspoons granulated sugar
 4 large eggs, beaten
 1/2 cup milk
 1/2 teaspoon vanilla extract, divided
 8 slices roman meal bread
 2 cups fresh sliced strawberries, divided, non-stick cooking spray, powdered sugar, maple syrup"
chucks-molasses-french-toast,"4 eggs
 3 tablespoons molasses
 1/2 cup heavy cream
 1 teaspoon vanilla extract
 1 pinch ground ginger
 1 pinch ground cinnamon, or more to taste
 12 thick slices challah bread
 1/4 cup butter"
blueberry-stuffed-french-toast,"16 slices firm white bread
 1 (8 ounce) package neufchatel cheese, softened
 1 cup blueberries
 3 cups milk
 3 eggs
 1/3 cup maple syrup
 1 teaspoon vanilla extract
 1/4 cup white sugar
 1/4 teaspoon ground nutmeg
 1/4 cup white sugar
 2 tablespoons cornstarch
 1 cup water
 1 cup white sugar
 1 tablespoon butter
 1 cup blueberries"
caribbean-cruise-stuffed-french-toast,"1 (8 ounce) package fat-free cream cheese, softened
 1/3 cup crushed pineapple, drained
 1/2 cup confectioners' sugar
 1 1/2 teaspoons vanilla, divided
 1/2 cup toasted pecan pieces
 12 slices wonder\xae classic white sandwich bread
 4 eggs
 3/4 cup fat-free half and half, whipping cream or milk
 1/4 teaspoon ground cinnamon
 2 tablespoons butter
 1 (12 ounce) jar apricot preserves
 1/3 cup orange juice"
cinnamon-and-sugar-french-waffle-toast,"4 eggs, beaten
 1 cup milk
 2 teaspoons vanilla extract
 2 tablespoons white sugar
 1 teaspoon cinnamon
 9 slices white bread"
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,"1 (8 ounce) package reduced-fat cream cheese (neufchatel)
 1/4 cup powdered sugar
 1 teaspoon vanilla
 1 (22 ounce) can lucky leaf\xae lemon fruit filling
 8 eggs
 2 cups milk
 1 (16 ounce) loaf french bread
 1/2 cup quick-cooking rolled oats
 1/4 cup packed brown sugar
 1 teaspoon ground cinnamon
 1/4 teaspoon salt
 2 tablespoons butter, fresh blueberries or sliced strawberries"
pumpkin-pie-french-toast,"3 large eggs
 1/2 cup half-and-half cream
 1/4 cup canned pumpkin puree
 1 teaspoon ground cinnamon
 1 teaspoon vanilla extract
 1/4 teaspoon pumpkin pie spice
 1/4 cup finely chopped walnuts
 8 slices day-old bread"
peanut-butter-french-toast,"1/2 cup milk
 3 eggs
 1/4 cup peanut butter
 2 tablespoons white sugar
 1/2 teaspoon vanilla extract (optional)
 1/4 teaspoon ground cinnamon
 1 tablespoon vegetable oil
 4 slices bread"
mccormick-stuffed-french-toast,"1 (8 ounce) tub whipped cream cheese
 1 tablespoon brown sugar
 3 teaspoons mccormick\xae cinnamon, ground, divided
 1 1/2 teaspoons mccormick\xae pure vanilla extract, divided
 16 (1/2 inch thick) slices italian bread
 1/2 cup apricot preserves or jam
 5 eggs
 1 cup milk
 2 tablespoons butter, divided"
ham-and-provolone-stuffed-french-toast,"4 slices sargento\xae sliced reduced sodium provolone cheese
 2 ounces thinly sliced deli honey baked ham
 4 slices lower sodium rye or millet bread
 1/4 cup milk
 1 large egg, beaten
 1/8 teaspoon ground nutmeg
 2 teaspoons unsalted butter
 1/4 cup pure maple syrup"
easy-pina-colada-french-toast,"8 eggs
 2/3 cup milk
 1/2 cup bottled pina colada drink mix
 1 tablespoon butter, or as needed
 12 (1/2 inch thick) slices french bread
 2 bananas, sliced"
cinnamon-raisin-stuffed-french-toast,"4 ounces cream cheese, softened
 1 tablespoon white sugar
 1/8 teaspoon ground cinnamon
 8 slices raisin cinnamon bread (such as pepperidge farm\xae)
 2 eggs
 3 tablespoons milk
 1/8 teaspoon ground cinnamon
 1 teaspoon butter, or as needed"
patriotic-french-toast,"1 (10 ounce) package frozen strawberries, thawed
 1 cup fresh blueberries
 1 (8 ounce) package cream cheese, softened
 2 cups confectioners' sugar
 2 cups milk
 2 eggs, beaten
 1 teaspoon vanilla extract
 1/2 teaspoon ground cinnamon
 2 tablespoons butter
 8 thick slices bread"
made-over-french-toast-with-spiced-pears,"3 tablespoons honey
 1 tablespoon lemon juice
 1/4 teaspoon ground cinnamon
 1/4 teaspoon ground ginger
 2 large ripe pears, cored and sliced
 2 large eggs
 1/3 cup milk
 1 tablespoon honey
 1/4 teaspoon ground cinnamon
 1/4 teaspoon ground ginger
 4 slices bread
 1/4 cup toasted sliced almonds, for garnish"
gils-brioche-french-toast,"1 (1 pound) loaf rectangular brioche bread
 3 cups fresh strawberries, hulled, divided
 2 tablespoons water
 2 cups heavy cream, divided
 1 teaspoon vanilla extract (optional)
 1 tablespoon confectioners' sugar (optional)
 6 eggs
 2 tablespoons unsalted butter"
strawberry-cheesecake-french-toast,"1 cup mashed fresh strawberries
 1/2 cup white sugar
 2 tablespoons cornstarch
 1 cup water
 1 cup milk
 6 eggs
 1 (8 ounce) package cream cheese, softened
 1 teaspoon vanilla extract
 3/4 cup white sugar
 8 slices bread, cut in half diagonally
 1 teaspoon butter
 8 sliced fresh strawberries
 1 tablespoon confectioners' sugar for dusting
 1 cup whipped cream"
cinnamon-accented-french-toast,"3 eggs, beaten
 2 teaspoons white sugar
 1 teaspoon milk
 1 teaspoon ground cinnamon
 1/4 teaspoon salt
 6 slices bread"
